traveler,partNo,pot,forecastPieces,receivedPieces,receivedBoxQty,receivedWeight,receiveDate,receivedBy,note,createdAt
717534,06512278AA,551,44375,44375,,,2026-09-02,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717535,06512313AA,251,110455,110455,,,2026-09-01,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717537,W716298-S450,1778,126579,126579,,,2026-09-03,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717538,W716298-S450,628,160263,160263,,,2026-09-03,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717541,11502717-TH-TC,655,23027,23027,,,2026-08-21,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717542,11502717-TH-TC,604,32835,32835,,,2026-08-21,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717543,11502717-TN-TC,1635,47969,47969,,,2026-09-02,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717544,11502717-TH-TC,614,47510,47510,,,2026-09-09,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717547,11502717-TH-TC-T,682,41188,41188,,,2026-09-09,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717548,11502717-TH-TC,1718,40996,40996,,,2026-09-09,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717549,11549204,1445,8000,8000,,,2026-09-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717550,11549204,534,8000,8000,,,2026-09-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717551,11549204,63,8000,8000,,,2026-09-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717552,11549204,1512,7000,7000,,,2026-09-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717553,11588293,KIB,70000,70000,,,2026-08-20,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717554,11588293,KIB,70000,70000,,,2026-08-20,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717555,11588293,KIB,70000,70000,,,2026-08-20,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717556,11588293,KIB,70000,70000,,,2026-08-20,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717557,11588293,KIB,70000,70000,,,2026-08-20,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717559,11610091-MY-AK,946,79091,79091,,,2026-09-09,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717560,11610091-MY-AK,504,72987,72987,,,2026-09-03,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717561,11610091-MY-AK,1077,71364,71364,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717562,11610091-MY-AK,1792,84286,84286,,,2026-09-09,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717563,11610091-MY-AK,469,75714,75714,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717564,11610091-MY-AK,1367,78831,78831,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717565,11610091-MY-AK,759,79026,79026,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717566,11610091-MY-AK,1806,72727,72727,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717567,7150-1710-03,1621,26786,26786,,,2026-09-01,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717569,6502979-A,1819,24798,24798,,,2026-09-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717570,6502979-A,118,17146,17146,,,2026-09-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717571,6502979-A,1028,20101,20101,,,2026-09-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717572,6502979-A,369,20985,20985,,,2026-09-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717575,06503825-A,881,54923,54923,,,2026-09-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717576,06503825-A,1437,60077,60077,,,2026-09-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717577,06503825-A,1603,54923,54923,,,2026-09-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717578,06503825-A,1788,62231,62231,,,2026-09-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717579,55364498AA-HT,394,14491,14491,,,2026-09-15,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717580,55364498AA-HT,82,9895,9895,,,2026-09-15,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717581,06105051AA-HT,1595,14380,14380,,,2026-09-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717582,06105051AA-HT,248,17991,17991,,,2026-09-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717583,06514720AA,522,32353,32353,,,2026-09-11,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717584,06514720AA,633,24751,24751,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717590,11546370-MY-AK,984,8148,8148,,,2026-09-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717591,11546370-MY-AK,602,7685,7685,,,2026-09-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717592,11546370-MY-AK,824,7174,7174,,,2026-09-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717593,11546370-MY-AK,349,7550,7550,,,2026-09-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717594,11546370-MY-AK,579,7309,7309,,,2026-09-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717603,11546378-MY-AK,633,47356,47356,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717604,11546378-MY-AK,1099,47893,47893,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717609,11546378-MY-AK,1708,44100,44100,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717611,11546378-MY-AK,792,43487,43487,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717625,06104388AA-HT,99,20024,20024,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717626,06104388AA-HT,910,20605,20605,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717627,06104388AA-HT,1798,18765,18765,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717628,06104388AA-HT,958,22494,22494,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717629,11546377-PH-RO,73,69481,69481,,,2026-08-26,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717630,11546377-PH-RO,520,58312,58312,,,2026-08-26,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717631,11546377-PH-RO,92,69610,69610,,,2026-08-26,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717632,11546377-PH-RO,698,59610,59610,,,2026-08-26,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717633,11546377-PH-RO,325,71623,71623,,,2026-08-26,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717634,11546377-PH-RO,631,56234,56234,,,2026-08-26,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717635,11546377-PH-RO,917,63052,63052,,,2026-08-26,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717636,11546377-PH-RO,1714,66494,66494,,,2026-08-26,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717637,11546377-PH-RO,1360,62208,62208,,,2026-08-26,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717638,11546377-PH-RO,176,67273,67273,,,2026-08-26,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717639,11546389-PH-RO-T,977,109221,109221,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717640,11546389-PH-RO-T,588,129870,129870,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717641,1154389-PH-RO-T,936,131169,131169,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717642,11546389-PH-RO-T,1134,105584,105584,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717643,11546389-PH-RO-T,1390,115455,115455,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717644,11546389-PH-RO-T,1501,124545,124545,,,2026-09-01,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717645,11546389-PH-RO-T,529,132987,132987,,,2026-09-01,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717646,11546389-PH-RO-T,703,109091,109091,,,2026-09-01,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717647,11546389-PH-RO,1060,109091,109091,,,2026-09-01,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717648,11546389-PH-RO-T,245,103896,103896,,,2026-09-01,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717649,11546389-PH-RO-T,1381,114286,114286,,,2026-09-01,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717650,11546389-PH-RO-T,1326,123896,123896,,,2026-09-01,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717651,11546389-PH-RO-T,1513,136494,136494,,,2026-09-01,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717652,11546389-PH-RO-T,445,105974,105974,,,2026-09-01,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717653,11546389,45,144026,144026,,,2026-08-28,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717654,11546389,1072,108961,108961,,,2026-08-28,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717671,11546370-IN-PN,236,7973,7973,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717675,06104388AA,1336,21211,21211,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717676,06104388AA,217,19177,19177,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717677,06104388AA,525,19758,19758,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717678,06104388AA,462,20242,20242,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717689,11546449-A,1324,89661,89661,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717690,11546449-A,1016,88475,88475,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717691,11546449-A,620,89153,89153,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717692,11546449-A,1503,90932,90932,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717693,11546449-A,49,97119,97119,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717694,11546449-A,841,81356,81356,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717695,11546377-PH-RO,1056,61818,61818,,,2026-08-26,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717696,11546377-PH-RO,1664,65844,65844,,,2026-08-26,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717697,11546377-PH-RO,806,61364,61364,,,2026-08-26,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717698,11546377-PH-RO,1411,68312,68312,,,2026-08-26,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717699,11546377-PH-RO,638,75065,75065,,,2026-08-26,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717700,11546377-PH-RO,542,53312,53312,,,2026-08-26,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717701,11546389,1038,136364,136364,,,2026-08-28,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717702,11546389,879,102727,102727,,,2026-08-28,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717703,11546389,943,129481,129481,,,2026-08-28,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717704,11546389,1657,110649,110649,,,2026-08-28,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717705,11546389,358,124416,124416,,,2026-08-28,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717707,40161567,301,4795,4795,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717708,40161567,241,5317,5317,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717719,11549170,1377,14694,14694,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717720,11549170,107,14694,14694,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717721,11549170,1056,15007,15007,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717722,11549170,404,14304,14304,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717723,11549170,1417,14421,14421,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717724,11549170,1717,14928,14928,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717725,11549170,1319,14057,14057,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717726,11549170,1557,15436,15436,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717727,11549170,875,14967,14967,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717728,11549170,867,14460,14460,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717729,11549170,89,13797,13797,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717730,11549170,89,13797,13797,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717731,11549170,922,14187,14187,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717733,11549170,478,14941,14941,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717734,11549170,261,14330,14330,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717737,11549170,41,15033,15033,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717739,11549170,135,14681,14681,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717740,11549170,820,14577,14577,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717743,11549168,298,39925,39925,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717744,11549168,509,43694,43694,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717745,11549168,193,42052,42052,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717746,11549168,1769,44515,44515,,,2026-09-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717752,W705606-S440,KIB,40000,40000,,,2026-08-21,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717753,W705606-S440,KIB,40000,40000,,,2026-08-21,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717754,W705606-S440,KIB,40000,40000,,,2026-08-21,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717755,W705606-S440,KIB,40000,40000,,,2026-08-21,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717756,11546545,68,89250,89250,,,2026-09-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717757,11546545,2,91833,91833,,,2026-09-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717758,11546545,252,94833,94833,,,2026-09-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717759,11546545,795,84667,84667,,,2026-09-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717760,11546545,823,92250,92250,,,2026-09-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717761,11546545,1095,89750,89750,,,2026-09-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717762,11546545,654,89667,89667,,,2026-09-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717763,11546545,814,90083,90083,,,2026-09-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717764,06101736-A,1594,130337,130337,,,2026-09-02,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717765,06101736-A,1352,124494,124494,,,2026-09-02,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717766,06101736-A,836,117978,117978,,,2026-09-02,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717767,06101736-A,108,134607,134607,,,2026-09-02,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717768,11546437-MY,1440,90769,90769,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717769,11546437-MY,569,78692,78692,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717770,11546437-MY,616,89538,89538,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717771,11546437-MY,18,81385,81385,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717772,11546437-MY-AK,039,86385,86385,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717773,11546437-MY-AK,1538,84385,84385,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717780,11546437-MY-AK,175,84846,84846,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717781,11546437-MY-AK,282,83692,83692,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717786,06509967AA,KIB,40000,40000,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717787,06509967AA,KIB,40000,40000,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717788,06509967AA,KIB,40000,40000,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717789,06509967AA,KIB,40000,40000,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717790,06509967AA,KIB,40000,40000,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717791,06509967AA,KIB,40000,40000,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717797,06512349-AA,19,8683,8683,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717816,11546370-IN-PN,1434,7906,7906,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717818,11546370-IN-PN,236,7973,7973,,,2026-09-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717820,11610128-BR-HA,1373,5491,5491,,,2026-09-09,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717822,NU3019-00,1019,4986,4986,,,2026-09-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717823,NU3019-00,322,4990,4990,,,2026-09-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717824,NU3019-00,1408,4923,4923,,,2026-09-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717825,NU3019-00,426,5182,5182,,,2026-09-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717826,NU3019-00,760,4928,4928,,,2026-09-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717827,NU3019-00,935,5129,5129,,,2026-09-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717828,NU3019-00,1536,4842,4842,,,2026-09-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717829,NU3019-00,466,5311,5311,,,2026-09-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717830,NU3019-00,1690,4693,4693,,,2026-09-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717831,NU3019-00,1357,5330,5330,,,2026-09-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
717832,NU3019-00-L,1533,4693,4693,,,2026-09-15,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
